id,lat,lng,categoria_pbi,dia_pbi,endereco_pbi,subprefeitura_pbi
1235-1,-23.5674017,-46.4177776,Tradicional,Domingo,"Av Henriqueta Noguez Brieba, 1 - Cj Hab Fazenda Do Ca - São Paulo , 08421-530",Cidade Tiradentes
1237-8,-23.6218636,-46.4910466,Tradicional,Domingo,"Rua Carlo Coccia, 448 - Jd Nova Sapopemba - São Paulo , 03977-670",Sapopemba
1239-4,-23.4522611,-46.6922479,Tradicional,Domingo,"Rua Vitantonio Matorosa, 448 - Jardim Princesa - São Paulo , 02856-080",Freguesia/Brasilândia
1243-2,-23.6454899,-46.5972309,Tradicional,Domingo,"Rua Prof Arnaldo Joao Semeraro, 99 - Parque Bristol - São Paulo , 04184-000",Ipiranga
1244-0,-23.4392643,-46.73205,Tradicional,Domingo,"Rua Samuel Bovy, 37 - Jardim City Jaragua - São Paulo , 02998-120",Pirituba/Jaraguá
1246-7,-23.8637876,-46.712701,Tradicional,Domingo,"Rua Beija Flor, S/N - Vila Vargem Grande - São Paulo , 04895-280",Parelheiros
1248-3,-23.5800225,-46.3874063,Tradicional,Domingo,"Rua Dr Ademar Ferreira De Carvalho, 100 - Vila Yolanda Ii - São Paulo , 08473-410",Cidade Tiradentes
1251-3,-23.5601976,-46.3986725,Tradicional,Domingo,"Rua Jeronimo Dias Ribeiro, 50 - Jardim São Paulo - São Paulo , 08461-560",Guaianases
1253-0,-23.6010108,-46.3985497,Tradicional,Domingo,"Rua B10,  S/N - Cidade Tiradentes - São Paulo",Guaianases
1254-8,-23.4517164,-46.6824933,Tradicional,Domingo,"Rua Araripira, 25 - Jardim Do Recanto - São Paulo , 02877-000",Freguesia/Brasilândia
1260-2,-23.511819,-46.6186332,Tradicional,Domingo,"Rua Anna Papini Guaranha, 1000 - Carandiru - São Paulo , 02049-010",Vila Maria/Vila Guilherme
1262-9,-23.783212,-46.7133956,Tradicional,Domingo,"Rua Forte Do Guara, 10 - Parelheiros - São Paulo , 04865-170",Parelheiros
1264-5,-23.5130654,-46.3851076,Tradicional,Domingo,"Rua Linaria, 80 - Itaim Paulista - São Paulo , 08142-189",Itaim Paulista
1267-0,-23.5949839,-46.4202029,Tradicional,Domingo,"Av Ponte Da Amizade, S/N - Jardim Iguatemi - São Paulo , 08371-420",São Mateus
1268-8,-23.6321644,-46.7288351,Tradicional,Domingo,"Rua Antonio Da Costa Barbosa, 89 - Vila Andrade - São Paulo , 05717-220",Campo Limpo
1270-0,-23.7843498,-46.6831417,Tradicional,Domingo,"Rua Raimunda P De Alencar Da Silva, 10 - Jardim Varginha - São Paulo , 04857-010",Capela Do Socorro
1274-2,-23.5449112,-46.3930976,Tradicional,Domingo,"Rua Gaspar Sardinha, 50 - Lageado - São Paulo , 08460-000",Guaianases
1278-5,-23.6428638,-46.7332228,Tradicional,Domingo,"Rua Manuel Homem De Andrade, 10 - Jardim Santo Antonio - São Paulo , 05723-400",Campo Limpo
1312-9,-23.6291117,-46.739513,Tradicional,Domingo,"Rua Cidade Do Rio Pardo, 5 - Vila Andrade - São Paulo , 05727-180",Campo Limpo
1360-9,-23.4648044,-46.6646142,Tradicional,Domingo,"Rua Afonso Lopes Vieira, 582 - Vila Dionisia - São Paulo , 02671-100",Casa Verde/Cachoeirinha
1370-6,-23.5414636,-46.4360186,Tradicional,Domingo,"Rua Laura Boss, 100 - Guaianases - São Paulo , 08250-730",Itaquera
1377-3,-23.5016529,-46.7187629,Tradicional,Domingo,"Praça Grand Reserva Paulista, 2150 - Jd Iris - São Paulo , 05144-085",Pirituba/Jaraguá
1380-3,-23.5338882,-46.4650951,Tradicional,Domingo,"Rua Andre Cavalcante, 100 - Vila Regina - São Paulo , 08225-435",Itaquera
1390-0,-23.479188099999998,-46.7470833,Tradicional,Domingo,"Rua Amilcar De Magalhaes, 50 - Pirituba - São Paulo , 05171-240",Pirituba/Jaraguá
1413-3,-23.5278799,-46.6733949,Orgânica,Domingo,"Rua Dona Ana Germaine Buchard, 286 - Agua Branca - São Paulo , 05002-061",Lapa
1432-0,-23.53570499,-46.52928621,Orgânica,Domingo,"Rua Ricardo Casanova, 120 - Vila Matilde - São Paulo , 03511-020",Penha
1488-5,-23.49295254,-46.50564391,Tradicional,Domingo,"Rua Lagoa Dentro, 2 - Vila Silvia - São Paulo , 03820-290",Penha
1493-1,-23.5564676,-46.5607361,Tradicional,Domingo,"Rua Nello Bini, 86 - Jardim Analia Franco - São Paulo , 03337-050",Aricanduva/Formosa /Carrão
1761-2,-23.5705631,-46.4008218,Tradicional,Domingo,"Rua Cachoeira Das Jangadas, 15, 222 - Conjunto Habitacional Inacio Monteiro - São Paulo , 08472-080",Cidade Tiradentes
1820-1,-23.65877404,-46.76721337,Tradicional,Domingo,"Rua Tullio Mugnaini,  - Jardim Avenida - São Paulo , 05798-330",Campo Limpo
1849-0,-23.5141268,-46.5951686,Tradicional,Domingo,"Av Nadir Dias De Figueiredo, 1253 - Vila Maria Baixa - São Paulo , 02110-000",Vila Maria/Vila Guilherme
1854-6,-23.530922,-46.529018,Tradicional,Domingo,"Rua Atuai, 1026 - Vila Matilde - São Paulo , 03646-000",Penha
1892-9,-23.6261055,-46.7481496,Tradicional,Domingo,"Rua Carvaxi, 10 - Parque Reboucas - São Paulo , 05735-040",Campo Limpo
1924-0,-23.4895,-46.7377604,Tradicional,Domingo,"Av Do Anastacio, 2148 - Pirituba - São Paulo , 05119-000",Pirituba/Jaraguá
1959-3,-23.5359866,-46.3975006,Tradicional,Domingo,"Rua Joao De Siqueira Afonso, S/N - Lageado - São Paulo , 08452-000",Guaianases
3000-7,-23.5585974,-46.5586596,Orgânica,Terça Feira,"Rua Walter Gazarra, 1300 - Jd Analia Franco - São Paulo , 03337-000",Aricanduva/Formosa /Carrão
3001-5,-23.5497264,-46.640692,Tradicional,Terça Feira,"Rua Santo Antonio, 22 - Bela Vista - São Paulo , 01330-050",Sé
3003-1,-23.6212977,-46.6122475,Tradicional,Terça Feira,"Rua Stefano, 1000 - Cambuci - São Paulo , 01521-030",Sé
3004-0,-23.54467,-46.6650304,Tradicional,Terça Feira,"Praça Charles Muller, 0 - Pacaembu - São Paulo , 01234-010",Sé
3005-8,-23.5796916,-46.6333692,Tradicional,Terça Feira,"Rua Guimaraes Passos, 304 - Aclimacao - São Paulo , 04107-030",Vila Mariana
3006-6,-23.5379063,-46.6007957,Tradicional,Terça Feira,"Rua Dr Carlos Guimaraes, 10 - Belem - São Paulo , 03020-030",Mooca
3007-4,-23.539203,-46.6052598,Tradicional,Terça Feira,"Rua Firmiano Pinto, 50 - Bras - São Paulo , 03052-070",Mooca
3008-2,-23.5396918,-46.6732384,Tradicional,Terça Feira,"Rua Min Godoy, 1261 - Perdizes - São Paulo , 05015-001",Lapa
3009-0,-23.5811298,-46.6513128,Tradicional,Terça Feira,"Rua Joinville, 323 - Ibirapuera - São Paulo , 04008-010",Vila Mariana
3010-4,-23.5676663,-46.5945341,Tradicional,Terça Feira,"Rua Conde Prates, 466 - Parque Da Mooca - São Paulo , 03122-000",Mooca
3011-2,-23.5918919,-46.6081744,Tradicional,Terça Feira,"Rua Xavier De Almeida, 650 - Alto Do Ipiranga - São Paulo , 04211-001",Ipiranga
3012-0,-23.5590835,-46.5932551,Tradicional,Terça Feira,"Rua Pires De Campos, 197 - Mooca - São Paulo , 03182-020",Mooca
3013-9,-23.5577692,-46.5857661,Tradicional,Terça Feira,"Rua Decio Abramo, 500 - Agua Rasa - São Paulo , 03178-030",Mooca
3014-7,-23.5180909,-46.604957,Tradicional,Terça Feira,"Rua Alfredo Mario Pizzotti, 370 - Vila Guilherme - São Paulo , 02060-040",Vila Maria/Vila Guilherme
3015-5,-23.5359465,-46.5769553,Tradicional,Terça Feira,"Rua Andre Vidal C/ Alm Calheiros, 100 - Tatuape - São Paulo , 03065-070",Mooca
3016-3,-23.6400221,-46.7152964,Tradicional,Terça Feira,"Rua Do Carreiro De Pedra, 100 - Vila Cruzeiro - São Paulo , 04728-020",Santo Amaro
3017-1,-23.5979025,-46.671474,Tradicional,Terça Feira,"Rua Marcos Lopes C/ Silvania, 345 - Vila Nova Conceicao - São Paulo , 04513-080",Vila Mariana
3018-0,-23.6039584,-46.6351512,Tradicional,Terça Feira,"Rua Afonso Celso, 1500 - Vila Mariana - São Paulo , 04119-062",Vila Mariana
3019-8,-23.5337726,-46.7015704,Tradicional,Terça Feira,"Rua Sepetiba, 522 - Vila Romana - São Paulo , 05052-000",Lapa
3020-1,-23.6181498,-46.6595056,Tradicional,Terça Feira,"Al Dos Araes, 1758 - Planalto Paulista - São Paulo , 04066-004",Vila Mariana
3021-0,-23.6156055,-46.6437813,Tradicional,Terça Feira,"Av Jose Maria Witaker, 1780 - Planalto Paulista - São Paulo , 04057-000",Vila Mariana
3022-8,-23.6219721,-46.6344463,Tradicional,Terça Feira,"Rua Paracatu, 730 - São Judas - São Paulo , 04302-022",Vila Mariana
3023-6,-23.6383577,-46.6089405,Tradicional,Terça Feira,"Rua Brig Amilcar V Pederneiras, 200 - Vila Das Merces - São Paulo , 04173-000",Ipiranga
3024-4,-23.5310989,-46.562215,Tradicional,Terça Feira,"Rua Mateus Gomes, 50 - Tatuape - São Paulo , 03089-060",Mooca
3025-2,-23.4959389,-46.6050216,Tradicional,Terça Feira,"Rua Quedas, 567 - Vila Mazzei - São Paulo , 02082-030",Vila Maria/Vila Guilherme
3026-0,-23.507442,-46.6011698,Tradicional,Terça Feira,"Praça Oscar Da Silva, 500 - Vila Guilherme - São Paulo , 02067-000",Vila Maria/Vila Guilherme
3027-9,-23.6062742,-46.6898308,Tradicional,Terça Feira,"Rua Indiana, 1428 - Sto Amaro - São Paulo , 04562-002",Pinheiros
3029-5,-23.490143,-46.5931551,Tradicional,Terça Feira,"Av Boschetti, 234 - Vila Gustavo - São Paulo , 02205-000",Vila Maria/Vila Guilherme
3030-9,-23.4987269,-46.5826217,Tradicional,Terça Feira,"Av Benedito Estevao Dos Santos, 1200 - Vila Maria - São Paulo , 02136-000",Vila Maria/Vila Guilherme
3031-7,-23.4840339,-46.6215471,Tradicional,Terça Feira,"Rua Aureliano Leal C Guatiaia, 300 - Agua Fria - São Paulo , 02334-091",Santana/Tucuruvi
3032-5,-23.477717,-46.598481,Tradicional,Terça Feira,"Av Maestro Vila Lobos, 500 - Parque Vitoria - São Paulo , 02266-000",Santana/Tucuruvi
3033-3,-23.4945979,-46.6475804,Tradicional,Terça Feira,"Rua Waldomiro Silveira, 28 - Imirim - São Paulo , 02536-020",Casa Verde/Cachoeirinha
3034-1,-23.516808,-46.7213664,Tradicional,Terça Feira,"Rua Bartolomeu Bueno, 200 - Vila Anastacio - São Paulo , 05093-020",Lapa
3035-0,-23.4993746,-46.6987035,Tradicional,Terça Feira,"Rua Chico De Paula, 61 - Nossa Senhora Do O - São Paulo , 02926-000",Freguesia/Brasilândia
3036-8,-23.6323128,-46.6244656,Tradicional,Terça Feira,"Rua Mario Schiopa, 200 - Agua Funda - São Paulo , 04156-030",Ipiranga
3037-6,-23.6384837,-46.6448984,Tradicional,Terça Feira,"Av Waldomiro De Lima, 437 - Vila Guarani - São Paulo , 04344-070",Jabaquara
3038-4,-23.6000811,-46.7210113,Tradicional,Terça Feira,"Praça Roberto Gomes Pedrosa, 25 - Estadio Do Morumbi - São Paulo , 05653-070",Butantã
3039-2,-23.576619,-46.7428311,Tradicional,Terça Feira,"Av Octacilio Tomanik, 21 - Rio Pequeno - São Paulo , 05363-000",Butantã
3040-6,-23.7370598,-46.6904873,Tradicional,Terça Feira,"Rua Jose Antunes Cerdeira, 235 - Parque America - São Paulo , 04841-070",Capela Do Socorro
3041-4,-23.5476165,-46.5537785,Tradicional,Terça Feira,"Rua Santa Gertrudes, 400 - Tatuape - São Paulo , 03408-020",Aricanduva/Formosa /Carrão
3043-0,-23.5259661,-46.5367001,Tradicional,Terça Feira,"Rua Mirandinha, 399 - Penha - São Paulo , 03641-000",Penha
3044-9,-23.5027637,-46.5294822,Tradicional,Terça Feira,"Rua Miguel Garcia, 354 - Vila Paulistania - São Paulo , 03720-170",Penha
3045-7,-23.6204785,-46.6868636,Tradicional,Terça Feira,"Rua Roque Petrela, 300 - Brooklin Paulista - São Paulo , 04581-050",Pinheiros
3046-5,-23.6568034,-46.6724121,Tradicional,Terça Feira,"Rua Maria Jose Rangel, 649 - Jd Prudencia - São Paulo , 04650-180",Cidade Ademar
3047-3,-23.5115513,-46.514914,Tradicional,Terça Feira,"Av Buenos Aires, 300 - Vila Buenos Aires - São Paulo , 03736-020",Ermelino Matarazzo
3048-1,-23.5221545,-46.5135548,Tradicional,Terça Feira,"Rua Francisco De Oliveira Braga, 132 - Vila Nova Granada - São Paulo , 03659-090",Penha
3049-0,-23.5327135,-46.5123477,Tradicional,Terça Feira,"Rua Assis Valente C Gil Ribeiro, 666 - Vila Guilhermina - São Paulo , 03543-020",Penha
3050-3,-23.5269834,-46.4975473,Tradicional,Terça Feira,"Rua Municipal, 1213 - Tres Maria - São Paulo , 03661-000",Penha
3051-1,-23.4973791,-46.4249223,Tradicional,Terça Feira,"Rua Ivoturucaia, 411 - Vila Curuca Velha - São Paulo , 08030-040",Itaim Paulista
3052-0,-23.5718694,-46.5687529,Tradicional,Terça Feira,"Rua Dr Joao Bizarro Da Nave, 50 - Vila Ema - São Paulo , 03351-100",Mooca
3053-8,-23.4086717,-46.7504548,Tradicional,Terça Feira,"Rua Joao Batistia Fanton, 3 - Vila Fonton - São Paulo , 05203-180",Perus
3054-6,-23.4556932,-46.5947315,Tradicional,Terça Feira,"Rua Tereza Bortolo, 300 - Jd Tremembe - São Paulo , 02352-150",Jaçanã/Tremenbé
3055-4,-23.5508381,-46.750051,Tradicional,Terça Feira,"Rua Rolandia, 50 - Jaguare - São Paulo , 05337-070",Lapa
3057-0,-23.5772475,-46.5544819,Tradicional,Terça Feira,"Rua Pinto Da Luz, 50 - Jd Tialha - São Paulo , 03276-110",Vila Prudente
3058-9,-23.4908885,-46.6360976,Tradicional,Terça Feira,"Rua Itaicy, 100 - Sta Terezinha - São Paulo , 02460-030",Santana/Tucuruvi
3059-7,-23.5898546,-46.522881,Tradicional,Terça Feira,"Rua Marques Do Recife, 330 - Vila Bancaria - São Paulo , 02841-010",Freguesia/Brasilândia
3060-0,-23.5587756,-46.5193905,Tradicional,Terça Feira,"Av Prof Carlos Caliolli, 200 - Parque Maria Luiza - São Paulo , 03451-020",Aricanduva/Formosa /Carrão
3061-9,-23.5906099,-46.5506799,Tradicional,Terça Feira,"Rua Domingos Pires Brito, 50 - Parque São Lucas - São Paulo , 03262-030",Vila Prudente
3063-5,-23.5017923,-46.7603496,Tradicional,Terça Feira,"Rua Flor Cachoeira E S Do Teixeira, 48 - Vila Piaui - São Paulo , 05109-220",Lapa
3064-3,-23.6109758,-46.6233718,Tradicional,Terça Feira,"Rua Matias Teixeira, 200 - Bosque Da Saude - São Paulo , 04136-170",Ipiranga
3065-1,-23.5582096,-46.6804565,Tradicional,Terça Feira,"Praça Benedito Calixto, 100 - Pinheiros - São Paulo , 05406-040",Pinheiros
3067-8,-23.4987516,-46.7094684,Tradicional,Terça Feira,"Rua Dr Joao Toniolo, 39 - Jd São Jose - São Paulo , 02932-000",Pirituba/Jaraguá
3070-8,-23.5854388,-46.6170632,Tradicional,Terça Feira,"Rua Monte Alverne, 200 - Vila Sta Eulalia - São Paulo , 04265-060",Ipiranga
3071-6,-23.5062938,-46.6662181,Tradicional,Terça Feira,"Rua Frederico Penteado Junior, 20 - Casa Verde - São Paulo , 02517-100",Casa Verde/Cachoeirinha
3073-2,-23.527565,-46.6155537,Tradicional,Terça Feira,"Rua Cap Mor Passos, 225 - Pari - São Paulo , 03024-010",Mooca
3074-0,-23.5809083,-46.5104652,Tradicional,Terça Feira,"Rua Mal Marques Porto, 120 - Vila Nova York - São Paulo , 03906-020",Aricanduva/Formosa /Carrão
3075-9,-23.5442297,-46.5104467,Tradicional,Terça Feira,"Rua Bento Quirino, 399 - Vila Talarico - São Paulo , 03534-010",Penha
3077-5,-23.4862061,-46.6743347,Tradicional,Terça Feira,"Rua Tomaz Antonio Vilane, 353 - Vila Sta Maria - São Paulo , 02562-000",Casa Verde/Cachoeirinha
3078-3,-23.507257,-46.7403807,Tradicional,Terça Feira,"Rua Brig Henrique Fontenelle, 10 - Parque São Domingues - São Paulo , 05125-000",Pirituba/Jaraguá
3079-1,-23.4704135,-46.6945029,Tradicional,Terça Feira,"Rua Jose Felix Alves Pacheco, 209 - Vila Brasilandia - São Paulo , 02835-040",Freguesia/Brasilândia
3080-5,-23.5861183,-46.528146,Tradicional,Terça Feira,"Rua Pedro Vitorato, 474 - Jd Colorado - São Paulo , 03387-010",Sapopemba
3081-3,-23.510103,-46.6512716,Tradicional,Terça Feira,"Rua Marambaia, 25 - Casa Verde - São Paulo , 02513-000",Casa Verde/Cachoeirinha
3082-1,-23.5319951,-46.4793448,Tradicional,Terça Feira,"Rua Pitagoras, 579 - Jd Coimbra - São Paulo , 03693-010",Penha
3083-0,-23.6352526,-46.5922456,Tradicional,Terça Feira,"Rua Rizzieri Negrini, 199 - Vila Arapua - São Paulo , 04257-143",Ipiranga
3084-8,-23.507599,-46.4688171,Tradicional,Terça Feira,"Av Manoel Dos Santos Braga, 50 - Limoeiro - São Paulo , 03807-320",São Miguel Paulista
3085-6,-23.6822041,-46.7121093,Tradicional,Terça Feira,"Rua Das Paineiras, 353 - Veleiros - São Paulo , 04771-080",Capela Do Socorro
3087-2,-23.6746177,-46.7411818,Tradicional,Terça Feira,"Rua Estevam Fernandes, 17 - Piraporinha - São Paulo , 04913-140",M'Boi Mirim
3090-2,-23.6701385,-46.6660404,Tradicional,Terça Feira,"Rua Salvador Rodrigues Negrao, 100 - Vila Constancia - São Paulo , 04401-160",Cidade Ademar
3092-9,-23.485886,-46.4873288,Tradicional,Terça Feira,"Rua Belizario Benites, 115 - Jd Veronia - São Paulo , 03816-120",Ermelino Matarazzo
3093-7,-23.6219229,-46.4644307,Tradicional,Terça Feira,"Av Mendonca E Vasconcelos, 300 - Jd Ester - São Paulo , 08330-260",São Mateus
3094-5,-23.5679201,-46.4825246,Tradicional,Terça Feira,"Rua Estevao Dias Vergara, 100 - Jd Nsra Do Carmo - São Paulo , 08275-120",Itaquera
3095-3,-23.5505714,-46.4259858,Tradicional,Terça Feira,"Rua Frei Antonio Faggiano, 41 - Itaquera - São Paulo , 08255-140",Itaquera
3097-0,-23.6089311,-46.5143908,Tradicional,Terça Feira,"Rua Rio Hipiaugui, 1 - Jd Planalto - São Paulo , 03982-045",Sapopemba
3098-8,-23.5040786,-46.5056848,Tradicional,Terça Feira,"Rua Jose Da Penha, 100 - Jd Danfer - São Paulo , 03729-150",Penha
3099-6,-23.4920772,-46.3914349,Tradicional,Terça Feira,"Av Itaim, 150 - Itaim Paulista - São Paulo , 08110-650",Itaim Paulista
3100-3,-23.681548,-46.7811917,Tradicional,Terça Feira,"Rua Rosario Scamarti, 5 - Jd Jangadeiro - São Paulo , 05883-000",Campo Limpo
3101-1,-23.6574235,-46.7328998,Tradicional,Terça Feira,"Rua Salgueiro Do Campo, 85 - Jd Ibirapuera - São Paulo , 05814-210",M'Boi Mirim
3102-0,-23.5863656,-46.7368773,Tradicional,Terça Feira,"Rua Plinio Salgado, 21 - Butantã - São Paulo , 05537-080",Butantã
3103-8,-23.6462567,-46.7791857,Tradicional,Terça Feira,"Rua Carlos Nahas, 5 - Jd Rosana - São Paulo , 05795-160",Campo Limpo
3104-6,-23.6006192,-46.795343,Tradicional,Terça Feira,"Av Vaticano, 4 - Jd Joao Xxiii - São Paulo , 05569-120",Butantã
3106-2,-23.6920686,-46.7425107,Tradicional,Terça Feira,"Rua Mons Joao Pedro Fusenig, 166 - Jd Sta Gertrudes - São Paulo , 04918-210",M'Boi Mirim
3110-0,-23.5023627,-46.4647807,Tradicional,Terça Feira,"Av Pau D'Arco Roxo, 220 - Cid Pedro Jose Nunes - São Paulo , 08061-030",São Miguel Paulista
3111-9,-23.5199526,-46.4399404,Tradicional,Terça Feira,"Rua Inaja Guacu, 500 - Vila Progresso - São Paulo , 08240-530",São Miguel Paulista
3112-7,-23.6138861,-46.5003079,Tradicional,Terça Feira,"Rua Joao Lopes De Lima, 300 - Jd Sapopemba - São Paulo , 03976-020",Sapopemba
3113-5,-23.7535688,-46.6685273,Tradicional,Terça Feira,"Rua Amazonas Marcondes, 45 - Cocaia - São Paulo , 04851-230",Capela Do Socorro
3116-0,-23.4509091,-46.684267,Tradicional,Terça Feira,"Rua Itatiba Do Sul, 100 - Jd Vista Alegre - São Paulo , 02878-100",Freguesia/Brasilândia
3118-6,-23.4592588,-46.6684148,Tradicional,Terça Feira,"Rua Monte São Martinho, 349 - Jd Sta Cruz - São Paulo , 02674-020",Casa Verde/Cachoeirinha
3124-0,-23.4892871,-46.4150553,Tradicional,Terça Feira,"Rua Francisco Antonio Meira, 10 - Jd Maia - São Paulo , 08180-270",São Miguel Paulista
3127-5,-23.5080142,-46.4067551,Tradicional,Terça Feira,"Rua Lagoa Cajuba, 38 - Jd Campos - São Paulo , 08160-120",Itaim Paulista
3129-1,-23.6180522,-46.6799328,Tradicional,Terça Feira,"Rua Gil Eanes, 44 - Campo Belo - São Paulo , 04601-040",Santo Amaro
3132-1,-23.8088905,-46.7373271,Tradicional,Terça Feira,"Rua Henrique Roschel Christi, 344 - Jd Dos Alamos - São Paulo , 04883-255",Parelheiros
3134-8,-23.6169923,-46.4792537,Tradicional,Terça Feira,"Rua Cachoeira De Minas, 50 - Jd Sta Adelia - São Paulo , 03973-050",São Mateus
3135-6,-23.5266236,-46.67662,Tradicional,Terça Feira,"Rua Higino Pellegrini, S/N - Agua Branca - São Paulo , 05001-100",Lapa
3137-2,-23.5834005,-46.674976,Tradicional,Terça Feira,"Rua Prof Tamandare De Toledo, 100 - Jd Paulista - São Paulo , 04532-020",Pinheiros
3139-9,-23.5104905,-46.5431982,Tradicional,Terça Feira,"Rua Bartolomeu Quadros, 10 - Cangaiba - São Paulo , 03714-000",Penha
3140-2,-23.5182268,-46.4473519,Tradicional,Terça Feira,"Rua Flor De Pelicano, 50 - Jd Casa Pintada - São Paulo , 08230-820",Itaquera
3142-9,-23.4977528,-46.4425615,Tradicional,Terça Feira,"Av Antonio Bernardo Silvestre, 10 - Vila São Silvestre - São Paulo , 08011-390",São Miguel Paulista
3144-5,-23.5572073,-46.6346865,Tradicional,Terça Feira,"Rua Americo De Campos, 100 - Liberdade - São Paulo , 01506-010",Sé
3145-3,-23.5942681,-46.6254383,Tradicional,Terça Feira,"Rua Voltaire C/ Pedro Nicole, 302 - Jd Vila Mariana - São Paulo , 04116-090",Vila Mariana
3146-1,-23.5448833,-46.4142657,Tradicional,Terça Feira,"Rua Comte Carlos Rhul, 50 - Vila Princesa Isabel - São Paulo , 08410-130",Guaianases
3147-0,-23.4424289,-46.7356749,Tradicional,Terça Feira,"Rua Ciriaco Jimenez, 50 - Parque Nacoes Unidas - São Paulo , 02996-070",Pirituba/Jaraguá
3149-6,-23.5917137,-46.5013183,Tradicional,Terça Feira,"Rua Seritinga, 20 - São Mateus - São Paulo , 03934-120",São Mateus
3151-8,-23.5142369,-46.4272959,Tradicional,Terça Feira,"Rua Arvore De Cera, 37 - Jd Nova Curuca - São Paulo , 08032-270",Itaim Paulista
3153-4,-23.6483914,-46.5998884,Noturna,Terça Feira,"Rua Henri Cross, 200 - Jd Santa Emilia - São Paulo , 04184-010",Ipiranga
3155-0,-23.5973156,-46.4476835,Tradicional,Terça Feira,"Rua Heliodoro Paiva, 50 - Jard M Augusto - São Paulo , 08371-100",São Mateus
3157-7,-23.6255356,-46.4457278,Tradicional,Terça Feira,"Rua Afonso Furtado De Castro, 50 - Jardim Santo Andre - São Paulo , 08390-140",São Mateus
3158-5,-23.4391601,-46.7504558,Tradicional,Terça Feira,"Rua Aleixos Jafet, 2000 - Vila Aurora - São Paulo , 05186-005",Pirituba/Jaraguá
3160-7,-23.5164178,-46.4608897,Noturna,Terça Feira,"Rua Rodolfo Barbosa De Castro, 50 - Parque Guarani - São Paulo , 08235-420",Itaquera
3162-3,-23.6244852,-46.4642773,Tradicional,Terça Feira,"Av Sapopemba, 15600 - São Mateus - São Paulo , 03989-000",São Mateus
3164-0,-23.5189215,-46.7051909,Tradicional,Terça Feira,"Rua Dronsfield, 263 - Lapa - São Paulo , 05074-000",Lapa
3230-1,-23.5989889,-46.5164685,Tradicional,Terça Feira,"Praça Torquato Plaza, 152 - Sapopemba - São Paulo , 03271-050",Sapopemba
3235-2,-23.4920597,-46.4417803,Tradicional,Terça Feira,"Rua Miguel Angelo Lapena, 150 - São Miguel - São Paulo , 08010-040",São Miguel Paulista
3324-3,-23.5030775,-46.3659107,Tradicional,Terça Feira,"Rua Desem Fausto Whitaker M Alvim, 3 - Itaim Paulista - São Paulo , 08130-350",Itaim Paulista
3400-2,-23.471317,-46.6361077,Tradicional,Terça Feira,"Rua General Jose Almeida Botelho, 100 - Mandaqui - São Paulo , 02422-090",Santana/Tucuruvi
3401-0,-23.6070209,-46.4437962,Noturna,Terça Feira,"Tv Veneza Do Amor, 10 - Jd São Jose - São Paulo , 08345-650",São Mateus
3402-9,-23.5423578,-46.5361244,Tradicional,Terça Feira,"Rua Tiuba, 230 - Vila Manchester - São Paulo , 03443-015",Aricanduva/Formosa /Carrão
3489-4,-23.6403996,-46.7462863,Noturna,Terça Feira,"Rua Inacio Preto De Morais, 1 - Vila Plana - São Paulo , 05731-340",Campo Limpo
3744-3,-23.54192,-46.44936,Noturna,Terça Feira,"Calcadão Estação Cptm Dom Bosco, 1133 - Itaquera - São Paulo , 08215-545",Itaquera
3789-3,-23.4984221,-46.6132418,Noturna,Terça Feira,"Rua Rua Pedro Ribeiro, 1 - Santana - São Paulo , 02085-000",Santana/Tucuruvi
3815-6,-23.40706678,-46.75466799,Noturna,Terça Feira,"Rua Antonio Bartolomeu,  - Vila Perus - São Paulo , 05204-200",Perus
3835-0,-23.50043133,-46.39725592,Orgânica,Terça Feira,"Praça Antonio Eneas Matias - Itaim Paulista - São Paulo , 08120-090",Itaim Paulista
3869-5,-23.6420072,-46.7669739,Noturna,Terça Feira,"Rua Jose De Salcedo, 65 - Parque Flamengo - São Paulo , 05783-120",Campo Limpo
3900-4,-23.5507224,-46.7180067,Tradicional,Terça Feira,"Rua Pde Lariviere, 354 - Pinheiros - São Paulo , 05466-050",Pinheiros
4000-2,-23.6079745,-46.4749318,Noturna,Quarta Feira,"Rua Edmur Witaker, 50 - São Mateus - São Paulo , 03963-060",São Mateus
4001-0,-23.5561135,-46.6246173,Tradicional,Quarta Feira,"Rua Dr Pedro Severiano, 100 - Liberdade - São Paulo , 01518-040",Sé
4002-9,-23.5689403,-46.6287692,Tradicional,Quarta Feira,"Rua Oliveira Peixoto, 100 - Aclimacao - São Paulo , 01530-040",Sé
4003-7,-23.5372621,-46.6112498,Tradicional,Quarta Feira,"Rua Sampson C Mendes Junior, 50 - Bras - São Paulo , 03013-040",Mooca
4004-5,-23.552977,-46.5994422,Tradicional,Quarta Feira,"Praça Ciro Pontes, 50 - Mooca - São Paulo , 03166-030",Mooca
4005-3,-23.5298979,-46.6249485,Tradicional,Quarta Feira,"Rua Vidal De Negreiros, 50 - Caninde - São Paulo , 03033-050",Mooca
4007-0,-23.5843661,-46.6245094,Tradicional,Quarta Feira,"Rua Professor Macedo Soares, 276 - Jd Da Gloria - São Paulo , 04113-090",Vila Mariana
4008-8,-23.5788727,-46.6437253,Tradicional,Quarta Feira,"Rua Eca De Queiroz, 276 - Vila Mariana - São Paulo , 04011-031",Vila Mariana
